arquivo,codigo_sugerido,produto_sugerido,categoria,score,codigo_confirmado
paraf-p04822.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,58.8,
chave_phillsps_verde_final.jpeg,55,REF50365 CHAVE PHILLIPS 1-4X4,,58.8,
paraf_p00541.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,58.8,
paraf-p06444.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,58.8,
broca-12_5mm-removebg-preview.png,304,"BROCA HSS-G 5X9,5MM",,58.3,
broca-6_5mm-2-removebg-preview.png,304,"BROCA HSS-G 5X9,5MM",,58.3,
broca_amarela_.jpeg,281,BROCA WIDEA 6MM,,58.3,
BROCA-1_5MM-removebg-preview.png,304,"BROCA HSS-G 5X9,5MM",,58.3,
broca-9_5mm-removebg-preview.png,304,"BROCA HSS-G 5X9,5MM",,58.3,
broca-6_5mm-2-removebg-preview (1).png,304,"BROCA HSS-G 5X9,5MM",,58.3,
chave_phillps_verde_6_reduzida.jpeg,56,REF50366 CHAVE PHILLIPS 1-4X6,,58.2,
resistência de chuve.png,4,SQ JOGO DE CHAVE HEXAGONAL,,58.1,
plug-branco-3-removebg-preview.png,258,PLUG BIG 10A 2P+T BRANCO A GRANE,,58.1,
broca-8-120-mm-removebg-preview.png,519,"BROCA WIDEA 10MM,ELITE",,57.1,
plug-final.jpg,258,PLUG BIG 10A 2P+T BRANCO A GRANE,,57.1,
abra-final.jpg,474,ABRACADEIRA 200X4.8MM PRETA,,57.1,
abrac-5.png,312,"ABRACADEIRA NYLON 4,8X150MM",,57.1,
fixador_10mm_novo.jpg,349,GRAMPOS PARA FIXACAO 10MM,,57.1,
Imagem de uma caixa-2.png,418,MARTELO CABO DE MADEIRA 27MM,,57.1,
imagem de um parafus-menor-2.png,30,"SQ RALO DE PIA EM METAL 7,CM",,57.1,
Imagem de uma fita a.png,34,SQ FITA ADESIVA DUPLA FACE,,56.5,
ABRA-ALEMA-C-BORBOLETA.jpg,46,AR0566 - ABRACADEIRA NYLON PRETA,,56.4,
REISTENCIA-GORDUCHA-4T (1).jpg,66,RESISTENCIA HS GORDUCHA 4T 5800 W,,56.4,
nivel-menor-final.jpg,451,CINTA DE NAILON,,56.2,
img_chat_silver_tap.jpg,54,AR0181 - FITA SILVER TAPE 10MTS (S,,56.0,
Parafuso-trombeta-agulha.jpg,374,LANCAS PROTETORAS PARA MURO MT,,56.0,
broca-9mm-removebg-preview.png,517,BROCA WIDEA 6MM ELITE,,55.8,
serra-final (1).jpg,373,ARCO DE SERRA,,55.6,
paraf-menor-2.jpg,174,PARAF (ANFIX) GESSO CABECA TROMBE,,55.6,
foto vertical de par.png,311,ABRACADEIRA DE NYLON BRANCA 4,,55.6,
disco_segmentado.jpeg,576,DISCO DE CORTE DIAMANTADO 100X2,,55.3,
Imagem de uma talhad.png,31,SQ RALO DE PIA EM METAL 9CM,,55.3,
